,Tag,Message_stop,Message_length_stop,Number_count
1157,0,He's adult would learn experience. There's real danger. I dont like peeps using drugs dont need. But comment,108,0
1158,0,Hey! There's veggie pizza... :/,31,0
1159,0,Yun buying... But school got offer 2000 plus only...,52,4
1160,0,You sure neighbors didnt pick,29,0
1161,0,K. I sent,9,0
1162,1,Free entry 2 wkly comp win FA Cup final tkts 21st May 2005. Text FA 87121 receive entry question(std txt rate)T&C's apply 08452810075over18's,141,25
1163,0,"New Theory: Argument wins SITUATION, loses PERSON. So dont argue ur friends just.. . . . kick &amp; say, I'm always correct.!",125,0
1164,0,Well. Im computerless. Time make oreo truffles,46,0
1165,0,"Haha yeah I see now, sec",24,0
1166,0,I number sir,12,0
1167,0,Lol I'm hot air balloon!,24,0
1168,0,Ok . . bus. . If come soon come otherwise tomorrow,50,0
1169,0,Msgs r time pass.They silently say I thinking U right also making U think least 4 moment. Gd nt.swt drms @Shesil,112,1
1170,0,"Yeah, probably swing roommate finishes girl",43,0
1171,1,"Got takes 2 take part WRC Rally Oz? U Lucozade Energy! Text RALLY LE 61200 (25p), see packs lucozade.co.uk/wrc & itcould u!",123,8
1172,0,Happy new years melody!,23,0
1173,0,ÌÏ dun need pick ur gf?,23,0
1174,0,Yay! You better told 5 girls either.,36,1
1175,0,Horrible u eat macs eat u forgot abt already rite... U take long 2 reply. I thk toot b4 b prepared. Now wat shall eat?,118,2
1176,0,"Did say fantastic I chance, anything need bigger life lift losing 2 live, think I would first person 2 die N V Q?",113,2
1177,0,Just nw came hme da..,21,0
1178,0,"I'm outside islands, head towards hard rock run",47,0
1179,0,To day class class.,19,0
1180,0,I'm chennai velachery:),23,0
1181,0,You flippin shit yet?,21,0
1182,0,"K give sec, breaking &lt;#&gt; cstore",37,0
1183,0,Am much bad avoid like this?,28,0
1184,0,"Yo, around? Just got car back",29,0
1185,0,Annoying it.,12,0
1186,0,"Goodmorning, Today late &lt;#&gt; min.",38,0
1187,0,There's point hangin mr right he's makin u happy,48,0
1188,0,All come alive.better correct good looking figure itself..,58,0
1189,0,In case I guess I'll see campus lodge,37,0
1190,0,We're done...,13,0
1191,0,Come home one last time wont anything. Trust me.,48,0
1192,0,I night worrying appt. It's shame missed girls night quizzes popcorn hair.,74,0
1193,1,Sex ur mobile FREE sexy pic Jordan! Just text BABE 88600. Then every wk get sexy celeb! PocketBabe.co.uk 4 pics. 16 å£3/wk 087016248,132,18
1194,0,Ok... C ya...,13,0
1195,1,You 1 new voicemail. Please call 08719181503,44,12
1196,0,What said matter. My mind saying matter there.,46,0
1197,0,He also knows lunch menu da. . I know,37,0
1198,0,"Al moan n e thin goes wrong fault&al de arguments r fault&fed himso bother? Hav 2go, thanx.xx",93,1
1199,0,NEFT Transaction reference number &lt;#&gt; Rs. &lt;DECIMAL&gt; credited beneficiary account &lt;#&gt; &lt;TIME&gt; : &lt;#&gt;,127,0
1200,0,Otherwise part time job na-tuition..,36,0
1201,0,I know called,13,0
1202,0,"Me also da, feel yesterday night wait til 2day night dear.",58,1
1203,0,Thanks understanding. I've trying tell sura that.,49,0
1204,1,WIN year supply CDs 4 store ur choice worth å£500 & enter å£100 Weekly draw txt MUSIC 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,130,19
1205,0,The whole car appreciated last two! Dad map reading semi argument apart things going ok. P.,91,0
1206,1,"As SIM subscriber, selected receive Bonus! Get delivered door, Txt word OK No: 88600 claim. 150p/msg, EXP. 30Apr",112,10
1207,0,I need strong arms...,21,0
1208,0,Also maaaan missing,19,0
1209,0,His bday real april .,21,0
1210,0,Guessin ain't gonna 9?,22,1
1211,0,Ok come ur home half hour,25,0
1212,0,"Yo, game almost over? Want go walmart soon",42,0
1213,0,"Yeah, probably sure. Ilol let u know, personally I wuldnt bother, ur goin I mite well!!",87,0
1214,0,I'll text now! All creepy like think forgot,43,0
1215,0,"would good Û_ I'll phone tomo lunchtime, shall I, organise something?",70,0
1216,1,You 1 new voicemail. Please call 08719181513.,45,12
1217,0,"Damn, make tonight want wait til tomorrow",41,0
1218,0,K..k..i'm also fine:)when complete course?,42,0
1219,0,"True. It passable. And get high score apply phd, get 5years salary. So makes life easier.",89,1
1220,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK 87021. 1st Tone FREE ! get txtin tell ur friends. 150p/tone. 16 reply HL 4info,129,14
1221,0,Prakesh know.,13,0
1222,0,Teach apps da. When come college.,33,0
1223,0,Rofl betta invest anti aging products,37,0
1224,1,You winner U specially selected 2 receive å£1000 cash 4* holiday (flights inc) speak live operator 2 claim 0871277810810,120,20
1225,0,"sir, receive account another 1hr time. Sorry delay.",51,1
1226,1,Reply name address YOU WILL RECEIVE BY POST weeks completely free accommodation various global locations www.phb1.com ph:08700435505150p,136,15
1227,0,So Ì_'ll submitting da project tmr rite?,40,0
1228,1,FREE entry å£250 weekly comp send word ENTER 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,102,21
1229,0,Jus ans lar. U'll noe later.,28,0
1230,0,I want send something sell fast. &lt;#&gt; k easy money.,56,0
1231,0,got * things do. may * pub later.,33,0
1232,0,1's finish meeting call me.,27,1
1233,0,Lol ok. I'll snatch purse too.,30,0
1234,0,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes senrd-dnot ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",119,3
1235,0,Your opinion me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,130,9
1236,0,How much getting?,17,0
1237,0,Is ur paper e morn aft tmr?,27,0
1238,0,"Dear relieved westonzoyland, going plan end too!",48,0
1239,0,Hope great new semester. Do wish best. You made greatness.,58,0
1240,0,Oh yes I speak txt 2 u no! Hmm. Did u get email?,48,1
1241,0,"I want show world, princess :) europe?",38,0
1242,0,Nobody decide eat dad wants Chinese,35,0
1243,0,No shoot me. I'm docs waiting room. :/,38,0
1244,0,Now? I'm going 4 dinner soon..,30,1
1245,0,Hello site download songs urgent pls,36,0
1246,0,"I know u mean, king havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",87,2
1247,0,Horrible gal. Me sch stuff. How come u got mc?,46,0
1248,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152,4
1249,0,"I call later, network. If urgnt, sms me.",40,0
1250,0,Ummmmmaah Many many happy returns day dear sweet heart.. HAPPY BIRTHDAY dear,76,0
1251,1,Please CALL 08712402779 immediately urgent message waiting,58,11
1252,0,Yeah like goes like friends imma flip shit like half hour,57,0
1253,0,Mum say wan go go... Then shun bian watch da glass exhibition...,64,0
1254,0,What plan pongal?,17,0
1255,0,Just wait till end march el nino gets himself. Oh.,50,0
1256,0,"Not yet chikku..going room nw, i'm bus..",40,0
1257,0,Am also cbe only. But pay.,26,0
1258,0,Honey boo I'm missing u.,24,0
1259,0,"We sent JD Customer Service cum Accounts Executive ur mail id, For details contact us",85,0
1260,0,"Yo, I'm parents' gettin cash. Good news: picked downstem",56,0
1261,0,"Thank much. When skyped wit kz sura, didnt get pleasure company. Hope good. We've given ultimatum oh! We countin aburo. Enjoy!",126,0
1262,1,"Hungry gay guys feeling hungry 4 it, now. Call 08718730555 10p/min. To stop texts call 08712460324 (10p/min)",108,27
1263,0,Ok. No wahala. Just remember friend need ...,44,0
1264,0,I see half hour,15,0
1265,0,"Im inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects molested&someone plumbing,remixed evil men acid!",141,1
1266,0,\Hey sorry I didntgive ya bellearlier hunny,43,0
1267,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,48,0
1268,1,Can U get 2 phone NOW? I wanna chat 2 set meet Call NOW 09096102316 U cum 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,129,20
1269,0,"Tee hee. Off lecture, cheery bye bye.",37,0
1270,0,"Sorry chikku, cell got problem thts nt able reply u msg u..",59,0
1271,0,If still havent collected dough pls let know go place sent get control number,77,0
1272,0,Ok...,5,0
1273,1,network operator. The service free. For T & C's visit 80488.biz,63,5
1274,0,Let know contact you. I've settled room. Lets know ok.,54,0
1275,0,Wot u 2 u weirdo?,17,1
1276,0,Can lor...,10,0
1277,0,Dont put phone silent mode ok,29,0
1278,0,Can meet Ì_ 5.. As 4 depends Ì_ wan 2 lor..,43,3
1279,0,Waiting 4 tv show 2 start lor... U leh still busy ur report?,60,2
1280,0,Oh ho. Is first time u use type words,37,0
1281,0,Am I one stalk profiles?,24,0
1282,0,"Ever green quote ever told Jerry cartoon \A Person Who Irritates u Always Is one Who Loves u Vry Much But Fails Express It...!..!! :-) :-) gud nyt""",147,0
1283,0,Yes thought so. Thanks.,23,0
1284,0,But she.s drinkin i'm ok.,25,0
1285,0,"Just wondering, others took",27,0
1286,0,"Night ended another day, morning come special way. May smile like sunny rays leaves worries blue blue bay. Gud mrng",115,0
1287,0,"What do, dog ? Must I always wait till end day word ? Did run time cell already?",80,0
1288,0,Happy new year u too!,21,0
1289,0,"Hey...Great deal...Farm tour 9am 5pm $95/pax, $50 deposit 16 May",64,8
1290,0,Eat jap done oso aft ur lect wat... ÌÏ got lect 12 rite...,58,2
1291,0,"Hey babe! I saw came online second disappeared, happened ?",58,0
1292,0,Da birthdate certificate april real date today. But dont publish it. I shall give special treat keep secret. Any way thanks wishes,130,0
1293,0,Happy birthday... May ur dreams come true...,44,0
1294,0,Aiyah u ok already lar. E nydc wheellock?,41,0
1295,0,TELL HER I SAID EAT SHIT.,25,0
1296,0,Sure! I driving reach destination soon.,39,0
1297,0,"K I, much 8th? Fifty?",21,1
1298,0,Your daily text ÛÒ favour time,31,0
1299,0,Great hear settling well. So what's happenin wit ola?,53,0
1300,0,Those cocksuckers. If makes feel better ipads worthless garbage novelty items feel bad even wanting one,103,0
1301,0,I tot u reach liao. He said t-shirt.,36,0
1302,0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,3
1303,0,I cant pick phone right now. Pls send message,45,0
1304,0,Your right! I'll make appointment right now.,44,0
1305,0,Designation software developer may get chennai:),48,0
1306,1,Enjoy jamster videosound gold club credits 2 new videosounds+2 logos+musicnews! get fun jamster.co.uk! 16+only Help? call: 09701213186,134,15
1307,1,"Get 3 Lions England tone, reply lionm 4 mono lionp 4 poly. 4 go 2 www.ringtones.co.uk, original n best. Tones 3GBP network operator rates apply",143,6
1308,0,I jokin oni lar.. ÌÏ busy wun disturb Ì_.,41,0
1309,0,"Ok, careful ! Don't text drive !",32,0
1310,0,"I.ll always there, even spirit. I.ll get bb soon. Just trying sure need it.",75,0
1311,0,U r much close heart. If u go away shattered. Plz stay me.,58,0
1312,0,I love u 2 babe! R u sure everything alrite. Is idiot? Txt bak girlie,69,1
1313,0,How abt making pics bigger?,27,0
1314,0,Got got 2 colours lor. One colour quite light n e darker lor. Actually i'm done styling hair now.,97,1
1315,0,"Whenevr ur sad, Whenevr ur gray, Remembr im 2 listn 2 watevr u wanna say, Jus walk wid little while,&amp; I promise I'll bring back ur smile.:-)",144,2
1316,0,Why nothing. Ok anyway give treat,33,0
1317,1,"Win newest ÛÏHarry Potter Order Phoenix (Book 5) reply HARRY, answer 5 questions - chance first among readers!",111,2
1318,0,Ok...,5,0
1319,0,Correct. So work today,22,0
1320,0,"Just sent again. Do scream moan bed, princess?",46,0
1321,0,"I wake long ago already... Dunno, thing?",40,0
1322,0,Oh getting even u.... u?,24,0
1323,0,I thk 50 shd ok said plus minus 10.. Did Ì_ leave line paragraphs?,66,4
1324,0,Can call plz. Your number shows coveragd area. I urgnt call vasai &amp; reach 4'o clock call plz,96,1
1325,0,Yeah jay's sort fucking retard,30,0
1326,0,"Sorry, bathroom, sup",20,0
1327,1,Ur balance å£500. Ur next question is: Who sang 'Uptown Girl' 80's ? 2 answer txt ur ANSWER 83600. Good luck!,109,11
1328,0,My exam february 4. Wish great day.,35,1
1329,0,I dont know come ask questions like dont mistake me.,52,0
1330,0,"Aight rush, I'll ask jay",24,0
1331,0,Good Morning plz call sir,25,0
1332,0,It's ok lar. U sleep early too... Nite...,41,0
1333,0,"Oh... Icic... K lor, den meet day...",36,0
1334,0,"Oh ! A half hour much longer Syria Canada, eh ? Wow must get SO much work done day us extra time ! *grins*",106,0
1335,0,"Sometimes put walls around hearts,not safe getting hurt.. But find cares enough break walls &amp; get closer.. GOODNOON:)",121,0
1336,0,"Sweet, may may go 4U meet carlos gauge patty's interest",55,1
1337,0,Then buying today? ÌÏ need c meh...,35,0
1338,0,Aight sorry I take ten years shower. What's plan?,49,0
1339,0,Every monday..nxt week vl completing..,38,0
1340,0,Might ax well im there.,23,0
1341,0,Just chill another 6hrs. If could sleep pain surgical emergency see unfolds. Okay,81,1
1342,0,Yeah I'll try scrounge something,32,0
1343,0,Crazy ar he's married. ÌÏ like gd looking guys me. My frens like say he's korean leona's fave dun thk is. Aft thinking mayb prob i'll go.,137,0
1344,0,Were somewhere Fredericksburg,29,0
1345,0,Que pases un buen tiempo something like,39,0
1346,0,Is ok I stay night here? Xavier sleeping bag I'm getting tired,62,0
1347,0,She doesnt need test.,21,0
1348,0,"Nothing much, chillin home. Any super bowl plan?",48,0
1349,1,"FREE2DAY sexy St George's Day pic Jordan!Txt PIC 89080 dont miss out, every wk saucy celeb!4 pics c PocketBabe.co.uk 0870241182716 å£3/wk",137,21
1350,0,Bugis oso near wat...,21,0
1351,0,Yo theres class tmrw right?,27,0
1352,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose world....gnun - Sent via WAY2SMS.COM,118,1
1353,0,"Goodnight, sleep well da please take care pa. Please.",53,0
1354,0,Baaaaabe! I misss youuuuu ! Where ? I go teach class 5 ...,58,1
1355,0,Convey regards,14,0
1356,0,U ned convince tht possible witot hurting feeling main,54,0
1357,0,"Good afternoon loverboy ! How goes day ? Any luck come way? I think you, sweetie send love across sea make smile happy",118,0
1358,0,If start sending blackberry torch nigeria find buyer me?like 4a month. And tell dad buy bb anyone oh.,101,1
1359,0,"&lt;#&gt; %of pple marry lovers... becz hav gud undrstndng dat avoids problems. sent dis 2 u, u wil get gud news friday person like. And tomorrow best day life. Dont break chain. If break suffer. send &lt;#&gt; frnds &lt;#&gt; mins whn u read...",245,1
1360,0,Yo dude guess got arrested day,30,0
1361,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,1
1362,0,What dance river do?,20,0
1363,0,"Yetunde, i'm sorry moji seem busy able go shopping. Can please find way get wanted us get. Please forgive me. You reply free via yahoo messenger.",145,0
1364,0,Hey really pretty late... You want go lesson first? I join you. I'm reaching tp mrt,83,0
1365,1,"HOT LIVE FANTASIES call 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",97,23
1366,0,Bbq sat mine 6ish. Ur welcome 2 come,36,2
1367,0,"I know, thing that's wrong everyso often, panicks starts goin bout bein good enough Û_",87,0
1368,0,Alright. I'm out--have good night!,34,0
1369,0,Did try making another butt.,28,0
1370,0,Hope feeling great. Pls fill in. Abiola,39,0
1371,0,I though shd go n fun bar town something ÛÒ sound ok?,54,0
1372,0,"1) Go write msg 2) Put Dictionary mode 3)Cover screen hand, 4)Press &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",125,5
1373,1,"Bears Pic Nick, Tom, Pete ... Dick. In fact, types try gay chat photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",134,25
1374,1,"500 New Mobiles 2004, MUST GO! Txt: NOKIA No: 89545 & collect today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",140,31
1375,0,We're finally ready fyi,23,0
1376,0,Auntie huai juan never pick phone,33,0
1377,1,Double Mins & Double Txt & 1/2 price Linerental Latest Orange Bluetooth mobiles. Call MobileUpd8 latest offers. 08000839402 call2optout/LF56,140,17
1378,0,"Ya tel, wats ur problem..",25,0
1379,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK 87021. 1st Tone FREE ! get txtin tell ur friends. 150p/tone. 16 reply HL 4info,129,14
1380,0,dnt wnt tlk wid u,17,0
1381,0,"We spend days waiting ideal path appear front us.. But forget is.. \paths made walking.. waiting..\"" Goodnight!""",112,0
1382,0,Its ok arm feeling weak cuz got shot go another time,52,0
1383,0,Please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve...i already see net..no ticket available..i want book ticket tackle ..,157,0
1384,0,"Storming msg: Wen u lift phne, u say \HELLO\"" Do u knw wt real meaning HELLO?? . . . It's name girl..! . . . Yes.. And u knw dat girl?? \""Margaret Hello\"" She girlfrnd f Grahmbell invnted telphone... . . . . Moral:One 4get name person",234,1
1385,0,That's ok. I popped ask bout something said in. Are around tonght wen girl comes?,81,0
1386,0,All e best 4 ur exam later.,27,1
1387,0,Hope ur head hurt 2 much ! Am ploughing way pile ironing ! Staying chinky tonight come round like.,98,1
1388,0,Oh k.i think wi nz players unsold.,34,0
1389,0,"Haha... Where got fast lose weight, thk muz go 4 month den got effect... Gee,later go aust put bk e weight.",107,1
1390,0,"I wonder got online, love ? Had gone net cafe ? Did get phone recharged ? Were friends net ? I think you, boytoy",112,0
1391,0,"Haha kidding, papa needs drugs",30,0
1392,0,"Thk shld b can... Ya, wana go 4 lessons... Haha, go one whole stretch...",72,1
1393,0,Oh ok..,7,0
1394,0,R still meeting 4 dinner tonight?,33,1
1395,0,Thats cool! I gentleman treat dignity respect.,46,0
1396,0,Shall start hear.,17,0
1397,0,Then wait 4 u lor... No need 2 feel bad lar...,46,2
1398,0,No check? I got detailed message,32,0
1399,0,You registered Sinco Payee. Log icicibank.com enter URN &lt;#&gt; confirm. Beware frauds. Do NOT share disclose URN anyone.,123,0
1400,0,"No, I decided people care stuff vote caring stuff losers",56,0
1401,0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,0
1402,0,You registered Sinco Payee. Log icicibank.com enter URN &lt;#&gt; confirm. Beware frauds. Do NOT share disclose URN anyone.,123,0
1403,0,cool. We fun practicing making babies!,38,0
1404,0,Actually getting ready leave house.,35,0
1405,0,K..k..any special today?,24,0
1406,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",163,2
1407,0,Then gotta,10,0
1408,0,"I've got ten bucks, jay noncomittal",35,0
1409,0,Where hungry,12,0
1410,0,Pls speak customer machan.,26,0
1411,0,somewhere beneath pale moon light someone think u dreams come true... goodnite &amp; sweet dreams,97,0
1412,0,"Wen ur lovable bcums angry wid u, dnt take seriously.. Coz angry childish n true way showing deep affection, care n luv!.. kettoda manda... Have nice day da.",157,0
1413,1,Dear U've invited XCHAT. This final attempt contact u! Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,122,16
1414,0,So wats ur opinion abt abt character?,37,0
1415,0,Jay snickering tells x totally fucking chords speak,51,0
1416,0,No..few hours before.went hair cut .,36,0
1417,0,No wonder... Cos dun rem seeing silver car... But thk saw black one...,70,0
1418,0,Lmao. Take pic send me.,23,0
1419,0,"\Speak feel words better silence...\"" Gud mrng:-)""",50,0
1420,0,No. She's currently scotland that.,34,0
1421,0,Do work week ?,14,0
1422,1,Congratulations ur awarded either å£500 CD gift vouchers & Free entry 2 å£100 weekly draw txt MUSIC 87066 TnCs www.Ldew.com 1 win150ppmx3age16,142,19
1423,0,Lol great im getting hungry.,28,0
1424,0,Yes.. saw message..,19,0
1425,0,I'll mu like &lt;#&gt; seconds,30,0
1426,0,Ok...,5,0
1427,0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,126,1
1428,0,"Tell what, make little spreadsheet track whose idea smoke determine \smokes much\"" entire month february",104,0
1429,1,For sale - arsenal dartboard. Good condition doubles trebles!,61,0
1430,0,Don't look back building coat want get sick. Just hurry home wear coat gym!!!,77,0
1431,0,"My painful personal thought- \I always try keep everybody happy time. But nobody recognises alone\""""",100,0
1432,0,Thanks lovely wisheds. You rock,31,0
1433,0,You intrepid duo you! Have great time see soon.,47,0
1434,0,I asked sen come chennai search job.,36,0
1435,0,Dad went oredi...,17,0
1436,0,"I jus hope true missin cos i'm really missin him! You done anything feel guilty about, yet.",91,0
1437,0,Wat late still early mah. Or juz go 4 dinner lor. Aiya dunno...,63,1
1438,0,"Arms fine, how's Cardiff uni?",29,0
1439,0,In fact leave? I think addie goes back school tues wed,54,0
1440,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All waiting wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",125,0
1441,0,Ya:)going restaurant..,22,0
1442,0,"Its ok., askd u knw tht no?",27,0
1443,1,Free 1st week entry 2 TEXTPOD 4 chance 2 win 40GB iPod å£250 cash every wk. Txt POD 84128 Ts&Cs www.textpod.net custcare 08712405020.,133,25
1444,0,Those ducking chinchillas,25,0
1445,0,I marriage function,19,0
1446,0,Looks like u wil b getting headstart im leaving bout 2.30ish u r desperate company I could head earlier-we goin meet rummer.,124,3
1447,0,DonÛ÷t give flying monkeys wot think I certainly donÛ÷t mind. Any friend mine that!,85,0
1448,1,As registered optin subscriber ur draw 4 å£100 gift voucher entered receipt correct ans 80062 Whats No1 BBC charts,114,10
1449,0,say thanks2.,12,1
1450,0,Msg rajini comes.,17,0
1451,0,Ya! Ì_ taking ure practical lessons? I start june..,51,0
1452,0,"That's good, I need drugs",25,0
1453,0,Stupid.its possible,19,0
1454,0,Can Ì_ decide faster cos sis going home liao..,46,0
1455,1,Summers finally here! Fancy chat flirt sexy singles yr area? To get MATCHED reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,138,12
1456,0,U sleeping now.. Or going take? Haha.. I got spys wat.. Me online checking n replying mails lor..,97,0
1457,1,CLAIRE havin borin time & alone U wanna cum 2nite? Chat 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,130,19
1458,0,"Fighting world easy, u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose.",110,1
1459,1,Bought one ringtone getting texts costing 3 pound offering tones etc,68,1
1460,0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, lyf nt yet ovr chikku..ali vargu lyfu meow meow:-D",138,0
1461,0,Kinda. First one gets twelve! Aah. Speak tomo,45,0
1462,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx å£2,000 bonus caller prize 02/06/03! 2nd attempt reach YOU! call 09066362231 ASAP!",129,35
1463,0,Ok good later come find Ì_... C lucky told Ì_ go earlier... Later pple take finish Ì_ again...,94,0
1464,0,Wat makes u thk i'll fall down. But actually thk i'm quite prone 2 falls. Lucky dad home ask come n fetch already.,114,1
1465,1,"YOU 07801543489 guaranteed latests Nokia Phone, 40GB iPod MP3 player å£500 prize! Txt word:COLLECT No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",141,27
1466,0,Your account refilled successfully INR &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance Rs &lt;DECIMAL&gt; . Your Transaction ID KR &lt;#&gt; .,154,0
1467,0,I wont touch permission.,24,0
1468,1,Hi LUCY Hubby meetins day Fri & I B alone hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,142,18
1469,0,"7 wonders My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st \Ur Lovely Friendship\""... good morning dear""",146,8
1470,0,Take small dose tablet fever,28,0
1471,0,Oh. U must taken REAL Valentine shopping first.,47,0
1472,0,"Just sent email ÛÒ address incomm it, right?",45,0
1473,0,"Will do, gonna blake's night? I might able get little early",59,0
1474,0,"Friendship game play, It word say, It doesn\'t start March ends May, It tomorrow, yesterday, today e",100,0
1475,0,"Nice. Wait...should texting right now? I'm gonna pay ticket, ya know!",69,0
1476,0,I'm watching lotr w sis dis aft. So u wan 2 meet 4 dinner nite not?,67,2
1477,0,Why keeping away like,21,0
1478,0,I think far find out. Check google maps place dorm.,51,0
1479,0,My trip ok quite tiring lor. Uni starts today ok 4 cos i'm taking modules jus concentrating final yr project.,109,1
1480,0,Have always saying welp?,24,0
1481,0,"I'm guy, browsin compulsory",27,0
1482,0,Ok...,5,0
1483,0,Purity friendship two smiling reading forwarded message..Its smiling seeing name. Gud evng musthu,97,0
1484,0,"Sorry, I'll call later",22,0
1485,0,"(I add I really care can't I least get dude fuck hey, money want it)",68,0
1486,0,"Hello lover! How goes new job? Are now? Are happy? Do think me? I wake, slave send teasing kiss across sea",106,0
1487,0,I told number gautham..,23,0
1488,0,Tell need investigate anywhere.,31,0
1489,0,Ok juz receive..,16,0
1490,0,"Cant believe said many things morning really wanted say good morning, love you! Have beautiful morning. See library later.",122,0
1491,1,"Your account credited 500 FREE Text Messages. To activate, txt word: CREDIT No: 80488 T&Cs www.80488.biz",104,13
1492,0,In end might still vomit okay. Not everything come out.,55,0
1493,0,How moneY...as you...money aint thing....how sha!,49,0
1494,0,It everything weather. Keep extra warm. Its cold nothing serious. Pls lots vitamin c,84,0
1495,0,Hey gals.. Anyone u going e driving centre tmr?,47,0
1496,0,I'm always yahoo messenger now. Just send message i.ll get may send mobile mode sha i.ll get it. And reply.,107,0
1497,0,I'm putting now. It ready &lt;TIME&gt;,38,0
1498,0,"Time n Smile r two crucial things life. Sometimes time makes us forget smile, sometimes someone's smile makes us forget time gud noon",133,0
1499,1,"SMS. ac JSco: Energy high, u may know 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",137,2
1500,0,Host-based IDPS linux systems.,30,0
1501,1,"HOT LIVE FANTASIES call 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 national rate call",113,23
1502,0,Don da:)whats plan?,19,0
1503,0,Ill &lt;#&gt; ok.,17,0
1504,0,Oh God. I'm almost home,23,0
1505,0,Total video converter free download type google search:),56,0
1506,1,Thanks Vote. Now sing along stars Karaoke mobile. For FREE link reply SING now.,79,0
1507,0,"Wen ur lovable bcums angry wid u, dnt take seriously.. Coz angry childish n true way showing deep affection, care n luv!.. kettoda manda... Have nice day da.",157,0
1508,0,Sounds like something someone testing would sayy,48,0
1509,0,When u love someone Dont make love u much u do. But Love much dont want loved anyone except you... Gud nit.,107,0
1510,0,"Pete,is phone still? Its Jenny college Leanne.what now?:)",57,0
1511,0,Oops sorry. Just check mind picking tomo half eight station. Would ok?,70,0
1512,0,"Hey sweet, I wondering moment might come ? I want send file someone go yahoo connection sucks, remember set page go download format disc ? Could tell ? Or know way download big files ? Because download stuff directly internet. Any help would great, prey ... *teasing kiss*",272,0
1513,0,Hows champ leaving glasgow!,27,0
1514,0,K:)all best:)congrats...,24,0
1515,0,I wonder get text?,18,0
1516,0,I need come home give good lovin...,35,0
1517,1,Our brand new mobile music service live. The free music player arrive shortly. Just install phone browse content top artists.,125,0
1518,0,Shall ask one thing dont mistake me.,36,0
1519,0,Check wid corect speling i.e. Sarcasm,37,0
1520,1,"URGENT! Your Mobile No awarded å£2,000 Bonus Caller Prize 1/08/03! This 2nd attempt contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",140,23
